user_id,gender,occupation,zip_code,age,total_rated,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,exists_in_merged_user_data,files_present_in
730,1,3,521,41,83,8,7,3,8,27,6,1,42,0,2,1,7,5,26,4,9,6,2,False,0.0
732,1,13,479,44,107,14,6,2,3,19,11,2,71,1,1,1,0,7,22,5,18,7,1,True,2.0
733,1,13,497,25,64,16,13,2,6,14,2,0,28,1,0,1,8,3,24,9,12,7,1,False,0.0
734,1,7,623,29,53,10,5,1,2,13,6,1,30,0,0,2,2,3,10,5,14,7,0,False,0.0
735,1,20,705,48,24,9,5,1,1,5,4,0,10,0,0,0,2,2,9,3,4,4,0,True,4.0
737,0,19,722,35,148,66,38,10,13,44,7,0,42,4,1,6,7,6,19,46,34,20,4,False,0.0
738,0,19,530,35,35,11,7,1,3,5,5,0,15,0,0,1,1,3,12,5,13,8,2,True,4.0
739,1,3,204,25,20,5,1,0,0,6,2,0,6,0,1,1,2,3,6,2,8,3,0,True,4.0
740,0,20,497,25,104,31,15,1,4,40,8,1,39,1,1,4,4,3,33,12,27,11,1,True,5.0
741,0,18,244,35,26,8,5,1,1,7,3,0,13,0,0,0,0,1,5,7,4,2,0,False,0.0
744,0,20,420,42,60,15,9,2,3,11,6,0,35,0,1,1,0,3,13,9,10,10,4,True,1.0
745,0,4,157,25,67,49,25,1,4,14,5,0,15,1,1,3,2,2,10,21,21,7,1,True,3.0
746,0,13,685,19,293,37,26,16,30,105,23,8,132,3,5,9,19,17,47,24,44,27,4,False,0.0
747,0,0,710,28,108,31,16,7,5,30,4,3,47,0,3,4,8,5,25,20,19,20,1,True,2.0
748,0,13,595,33,305,105,67,12,33,89,21,1,94,8,4,14,17,12,45,46,64,30,9,False,0.0
750,1,13,632,24,168,44,24,10,15,68,10,0,55,3,3,3,15,11,41,22,39,7,0,True,4.0
751,0,15,194,60,73,12,6,0,3,17,7,1,36,0,1,4,1,8,10,6,24,5,2,False,0.0
752,0,16,649,56,57,17,6,1,2,11,5,0,29,0,5,2,1,3,11,8,14,11,2,True,1.0
754,1,3,736,44,38,10,3,1,3,8,3,0,14,0,2,2,3,4,8,4,13,5,0,False,0.0
755,1,12,637,30,109,37,24,12,26,29,5,0,29,3,2,4,14,3,21,23,30,7,2,True,1.0
756,0,18,414,26,166,92,45,10,10,27,13,0,42,2,1,11,7,7,23,47,61,21,7,False,0.0
757,0,18,402,27,357,96,46,6,13,113,29,4,123,5,8,23,19,24,58,50,84,21,5,True,4.0
760,0,18,746,17,66,20,11,2,7,19,4,0,31,0,0,4,2,1,12,8,13,10,1,False,0.0
762,0,17,20,27,129,24,11,6,8,36,9,1,70,0,0,2,8,6,29,12,21,13,3,True,4.0
763,1,3,493,27,109,24,17,10,13,33,5,0,45,3,2,1,11,4,28,9,30,10,0,False,0.0
765,0,13,101,42,175,37,25,5,14,55,10,0,68,3,3,16,21,7,33,21,19,18,4,True,4.0
766,0,4,0,70,37,10,4,2,3,11,3,0,18,1,1,1,2,2,9,5,10,5,1,True,5.0
767,0,0,120,29,64,15,10,1,2,24,6,0,28,0,0,3,0,2,17,6,14,6,0,True,3.0
768,0,6,68,39,29,10,4,2,2,14,2,0,5,1,0,0,1,1,6,6,6,2,0,True,3.0
769,0,18,125,28,64,18,11,4,6,17,4,1,27,0,1,2,3,4,15,10,20,3,0,False,0.0
770,0,18,136,26,70,15,12,11,14,28,1,0,27,1,0,0,8,1,26,7,7,7,2,False,0.0
771,0,20,225,50,33,12,3,0,2,5,5,0,14,0,1,2,0,6,5,3,18,4,0,True,1.0
772,0,18,439,20,161,44,21,9,5,57,17,1,61,2,1,13,4,6,24,29,27,10,3,False,0.0
773,0,18,581,30,224,83,46,6,10,62,17,1,69,4,4,28,9,6,29,42,49,22,6,False,0.0
775,0,10,385,30,105,21,13,5,7,19,6,0,30,0,5,31,7,6,16,18,21,9,3,True,4.0
776,0,14,11,63,36,4,1,1,1,14,4,0,23,0,0,1,1,1,4,2,7,7,0,True,4.0
779,0,14,700,49,55,21,12,0,2,14,1,0,26,1,1,2,4,2,14,7,9,12,2,False,0.0
780,0,18,368,20,42,11,7,0,1,7,7,0,25,0,1,1,1,7,7,9,8,11,2,False,0.0
781,1,1,280,21,232,46,23,3,17,70,24,2,92,3,3,10,6,15,41,16,53,12,0,True,3.0
783,0,0,646,47,39,9,4,0,1,3,9,0,22,0,2,1,0,8,6,4,15,4,0,True,3.0
785,1,4,10,36,117,34,20,10,14,31,5,0,49,1,2,4,12,4,31,18,14,16,3,True,1.0
786,1,18,770,18,57,12,4,0,3,12,5,0,26,1,2,4,3,7,15,3,18,6,0,False,0.0
787,0,0,51,51,249,83,43,3,12,45,24,1,105,3,4,14,10,11,32,35,69,33,15,True,3.0
789,0,19,594,27,231,72,33,3,12,103,10,0,64,4,1,13,9,5,49,37,43,19,8,False,0.0
790,0,3,175,31,25,6,4,0,2,5,5,0,9,0,2,1,2,4,8,2,10,4,0,False,0.0
791,0,14,116,40,47,11,6,2,5,11,6,0,22,0,0,0,2,3,7,3,13,2,1,False,0.0
794,0,14,83,30,159,49,36,9,17,76,11,0,31,6,1,17,15,4,21,33,29,10,2,False,0.0
795,1,20,286,32,358,104,54,9,31,110,21,1,129,4,5,20,18,24,87,44,83,23,5,True,5.0
797,1,20,506,40,239,53,56,12,51,110,10,0,59,8,0,6,20,13,58,25,28,11,3,True,4.0
798,1,0,166,49,24,5,4,0,1,4,2,0,13,0,2,1,2,5,7,2,5,3,0,True,1.0
800,0,20,667,22,26,11,4,0,1,5,4,0,6,0,2,6,0,5,4,4,13,3,0,True,4.0
801,0,0,291,35,75,19,7,0,3,8,6,0,17,0,4,34,0,7,5,15,25,5,1,True,5.0
802,0,0,567,70,33,6,2,1,5,10,2,0,13,0,0,1,2,3,6,3,10,4,0,True,3.0
803,0,3,490,39,332,101,63,15,33,105,23,2,96,11,4,31,18,14,47,56,72,31,8,True,3.0
804,1,13,172,27,273,75,46,18,32,95,18,5,83,6,3,22,23,9,41,38,58,16,3,False,0.0
805,0,11,105,27,140,45,24,6,4,44,18,0,54,0,4,6,10,6,27,21,26,17,1,False,0.0
806,1,7,684,41,204,88,68,28,52,49,9,2,47,7,3,3,30,6,28,39,37,20,7,False,0.0
812,1,18,22,14,29,9,7,1,5,9,1,0,8,1,0,1,2,2,3,3,5,3,0,False,0.0
814,0,13,239,32,183,45,31,18,28,46,4,0,70,4,2,13,21,10,30,34,28,22,3,True,5.0
815,0,13,181,34,25,10,3,0,2,5,2,0,7,0,0,2,0,4,2,6,13,4,0,True,5.0
816,0,18,465,19,36,21,8,1,1,3,5,0,13,0,0,2,1,5,3,6,16,2,1,True,1.0
817,0,10,230,28,21,8,2,0,0,3,3,0,11,0,1,1,0,4,5,2,9,4,0,True,4.0
822,0,1,381,27,185,47,24,14,19,65,16,1,68,2,4,7,12,9,38,29,40,19,1,False,0.0
824,0,4,49,44,145,48,23,0,5,38,14,0,50,4,1,6,1,5,23,20,49,11,1,True,5.0
829,0,14,391,46,106,45,28,10,12,30,8,0,28,1,2,5,9,1,23,18,20,13,6,False,0.0
830,0,13,288,21,73,24,11,1,2,16,8,0,34,0,0,3,0,7,16,12,29,9,0,True,4.0
831,0,19,552,24,25,11,2,0,1,5,2,0,7,0,0,4,0,5,7,5,11,6,0,False,0.0
832,0,20,631,34,267,72,30,3,2,65,35,3,97,2,9,31,5,10,26,47,72,22,6,False,0.0
833,0,13,507,26,54,15,6,0,1,11,7,0,32,0,0,3,0,4,14,6,12,7,0,True,5.0
834,1,6,108,44,102,17,9,2,7,17,6,0,61,1,4,7,9,6,18,10,16,9,1,True,4.0
835,0,1,92,44,50,4,2,0,1,11,6,1,26,0,5,2,2,9,7,4,10,5,0,True,4.0
836,1,1,436,36,46,5,4,1,3,17,1,0,23,1,0,0,2,1,18,4,2,2,0,True,3.0
837,0,18,5,23,93,29,18,8,7,33,9,0,34,1,1,0,7,5,25,19,16,11,0,False,0.0
838,1,5,644,38,57,15,5,1,1,16,5,1,26,0,0,1,1,2,15,10,14,6,0,False,0.0
839,0,1,434,39,197,32,24,7,12,54,13,5,85,1,10,9,13,15,38,22,34,24,4,True,5.0
840,0,2,356,45,31,10,3,0,1,3,3,1,13,1,1,3,0,4,6,5,17,3,0,True,3.0
842,0,10,338,35,204,60,43,16,25,39,9,1,63,2,3,37,21,5,22,49,39,24,4,False,0.0
843,0,4,728,22,81,32,22,8,10,21,6,0,25,1,1,1,6,2,22,20,15,14,1,False,0.0
845,0,9,355,27,405,88,56,12,35,132,28,1,161,7,11,25,22,15,78,43,59,36,16,True,4.0
846,0,18,440,29,146,31,20,11,20,57,6,1,39,3,1,11,12,5,27,29,24,13,0,False,0.0
847,0,4,27,46,150,29,28,6,15,50,5,3,58,4,5,5,14,11,33,19,20,22,3,True,1.0
849,0,19,570,34,51,18,13,3,7,20,1,0,15,0,0,1,6,1,13,8,11,7,2,False,0.0
850,0,13,250,18,209,66,28,6,14,55,27,1,69,4,3,11,6,10,27,22,68,17,2,True,4.0
852,0,20,316,49,41,11,5,0,3,6,7,0,16,0,2,3,0,8,5,5,19,6,0,False,0.0
853,1,18,435,29,217,42,24,1,6,56,19,3,105,3,5,7,4,19,42,27,52,18,3,True,3.0
855,1,11,742,43,26,7,0,0,0,6,3,0,16,0,0,1,1,5,5,2,10,4,0,False,0.0
857,0,3,87,63,21,6,2,0,0,1,7,0,12,0,0,1,1,4,2,1,8,4,0,True,4.0
859,1,15,365,70,71,7,2,0,1,36,7,0,38,0,1,1,2,6,20,2,11,4,0,True,3.0
861,0,6,122,25,165,54,37,4,10,36,13,0,61,4,4,14,9,8,24,33,40,23,4,False,0.0
862,0,18,461,17,107,16,5,1,3,23,13,2,46,0,4,7,5,13,21,7,34,5,0,True,3.0
863,0,14,494,27,294,80,49,22,36,95,20,1,109,6,3,19,21,13,45,38,67,23,6,False,0.0
864,0,1,106,25,66,21,12,17,13,21,5,1,13,2,1,2,10,3,5,11,14,5,0,False,0.0
866,0,17,669,24,95,33,16,2,5,14,6,1,45,1,2,1,4,6,16,23,30,21,2,False,0.0
867,0,14,426,21,208,65,41,16,24,73,13,0,59,3,1,15,14,5,35,40,37,19,10,True,1.0
869,0,18,508,22,269,43,17,4,5,88,25,3,124,1,9,10,6,19,57,18,72,27,8,True,2.0
870,0,6,342,31,115,38,14,1,2,27,11,3,53,0,1,4,3,5,32,12,24,17,5,True,4.0
872,1,0,287,48,20,7,1,0,1,5,2,0,10,0,0,1,1,3,4,2,6,3,0,False,0.0
874,1,18,293,24,89,18,7,4,5,22,10,1,50,1,3,3,4,8,19,14,24,12,0,True,3.0
876,0,13,558,30,81,16,7,1,2,21,4,0,42,0,1,3,4,5,40,7,19,11,1,False,0.0
877,1,3,754,50,134,14,14,5,12,45,5,1,76,1,1,1,9,3,51,11,6,14,3,True,2.0
879,0,18,599,13,368,117,51,10,27,154,43,1,109,6,5,16,11,16,50,45,88,22,10,True,5.0
880,0,11,322,39,259,68,55,16,43,83,15,0,78,8,4,13,21,9,45,36,51,28,5,True,3.0
881,0,4,314,35,137,42,26,13,27,45,3,0,42,3,1,8,13,5,26,25,25,14,4,False,0.0
882,0,10,379,49,268,53,27,3,7,97,24,4,124,1,4,8,5,15,75,25,52,20,4,True,4.0
884,1,13,721,30,102,21,14,15,23,46,5,0,35,2,0,1,17,3,25,11,12,8,1,False,0.0
885,0,18,490,20,240,80,34,5,11,84,25,3,91,3,2,12,8,5,41,31,56,22,4,False,0.0
888,0,19,573,24,326,85,41,8,12,117,33,5,125,5,7,8,13,18,57,37,72,31,11,True,1.0
889,0,18,745,32,119,29,23,6,10,30,4,1,42,1,5,17,6,6,17,26,16,20,3,True,3.0
890,1,0,40,51,47,13,7,0,0,11,2,0,25,0,0,0,1,2,14,3,12,5,0,True,3.0
891,0,13,345,36,226,64,45,21,35,69,19,0,69,6,3,8,19,10,43,32,38,24,9,False,0.0
892,0,18,730,25,59,24,10,4,5,20,4,0,14,2,0,2,0,2,15,15,17,8,0,True,2.0
893,0,3,532,47,245,37,16,1,1,50,22,3,146,2,4,4,3,18,54,19,56,18,1,True,1.0
894,1,10,273,31,20,7,5,1,2,8,1,0,4,0,0,1,0,1,8,3,6,2,0,False,0.0
895,0,20,653,28,362,117,54,16,22,91,31,2,138,5,9,26,15,24,57,52,81,36,13,False,0.0
896,0,13,283,30,185,57,35,11,26,56,12,0,55,5,3,14,15,6,32,28,40,20,10,True,4.0
897,0,8,488,23,30,10,2,0,2,9,5,0,12,0,1,2,1,6,6,5,10,2,0,False,0.0
898,0,13,421,32,135,48,25,4,7,40,6,1,48,1,1,3,6,6,32,21,30,20,6,False,0.0
900,0,6,781,38,124,37,30,3,24,56,4,0,28,2,1,4,7,3,27,25,17,13,2,False,0.0
901,1,1,738,45,49,20,9,4,7,10,6,0,19,1,1,1,4,7,9,12,15,10,0,True,3.0
902,0,3,185,28,136,25,10,3,3,35,20,2,67,1,3,6,3,7,13,12,29,14,2,True,3.0
904,0,13,263,27,40,10,1,0,0,10,5,0,21,0,1,0,1,5,9,2,16,4,0,False,0.0
905,0,10,520,45,41,5,2,3,1,4,9,0,27,0,1,1,1,3,9,3,11,5,0,True,4.0
906,1,13,592,25,147,27,15,3,7,45,9,1,70,1,0,5,4,9,40,10,32,15,1,True,2.0
907,1,10,517,44,74,16,6,0,3,20,8,1,29,2,5,6,2,7,17,11,25,11,0,True,3.0
909,0,7,245,28,60,27,13,1,1,7,12,0,27,0,0,3,1,4,9,10,24,6,0,True,2.0
910,1,20,397,37,98,16,16,11,21,35,2,0,32,2,2,4,16,6,19,10,10,9,2,False,0.0
911,0,13,62,51,53,6,8,2,5,16,5,0,22,1,3,3,8,4,13,6,6,6,3,True,3.0
912,0,18,546,27,132,32,20,11,13,35,11,0,53,1,4,8,12,4,21,27,28,14,1,True,3.0
914,0,5,476,50,26,5,1,0,1,4,4,0,13,0,2,2,0,5,4,3,11,1,0,True,4.0
915,0,4,785,27,317,86,46,5,9,95,24,1,134,6,3,12,12,8,64,43,74,31,8,True,3.0
916,1,18,170,22,35,6,2,2,2,11,4,0,18,0,0,0,2,3,11,2,7,4,0,True,4.0
917,0,17,519,40,103,7,7,1,6,40,2,2,54,1,3,2,7,4,28,6,5,11,0,True,3.0
918,0,13,125,25,217,38,22,9,24,61,14,1,108,5,1,12,11,14,46,21,51,15,0,True,4.0
920,1,18,772,20,110,34,32,6,20,42,4,0,33,7,1,2,5,6,27,19,15,10,1,True,3.0
921,1,0,193,29,127,45,29,8,12,47,7,0,31,2,1,10,14,3,28,31,19,13,2,False,0.0
922,0,18,779,21,74,25,13,1,2,18,12,0,25,2,1,3,0,6,12,9,26,4,0,False,0.0
923,0,13,111,29,82,22,13,4,2,15,10,1,41,1,0,2,3,1,19,11,18,11,1,False,0.0
924,1,16,370,18,32,4,0,0,0,2,5,0,12,1,1,14,0,5,3,1,16,1,0,True,5.0
926,0,14,444,23,120,34,25,14,27,57,6,0,21,5,0,3,11,3,24,20,19,4,0,True,5.0
927,0,18,435,21,32,10,5,1,2,9,2,1,15,0,0,1,0,5,9,4,8,2,0,False,0.0
928,0,17,403,44,49,14,5,1,3,9,6,1,27,1,3,1,2,4,8,10,13,12,2,True,5.0
931,0,3,59,58,241,48,39,7,11,64,10,4,92,3,8,16,7,15,35,32,37,24,11,False,0.0
932,0,18,362,28,184,71,30,2,6,71,18,0,54,2,3,15,9,4,23,34,33,20,9,False,0.0
933,0,4,207,61,174,38,25,6,15,63,9,2,68,4,4,7,19,8,36,27,21,15,5,True,2.0
935,0,13,278,24,142,27,13,1,4,48,13,2,68,0,0,3,3,7,31,14,28,5,0,True,5.0
936,0,3,757,48,40,6,3,1,2,12,2,1,25,0,0,0,0,1,9,3,4,4,0,False,0.0
937,1,19,413,38,108,35,17,5,11,40,6,0,32,2,1,4,4,5,21,15,32,8,1,True,5.0
938,1,18,282,26,49,18,10,1,1,15,3,0,18,1,0,1,1,1,10,8,12,3,0,False,0.0
939,0,0,31,32,107,23,12,2,5,42,7,0,48,0,3,4,7,3,24,19,20,15,0,False,0.0
941,1,10,566,48,79,18,11,4,13,22,0,0,31,2,1,3,5,9,17,6,20,10,3,True,3.0
942,0,18,561,22,168,64,35,2,9,56,18,0,57,2,0,14,4,3,33,22,35,15,9,False,0.0
